Downloaded at: 2026/09/16 16:15:26

,Setana,Setana,Setana,Setana,Setana,Setana,Imagane,Imagane,Imagane,Imagane,Imagane,Imagane,Esashi,Esashi,Esashi,Esashi,Esashi,Esashi,Okushiri,Okushiri,Okushiri,Okushiri,Okushiri,Okushiri,Uzura,Uzura,Uzura,Uzura,Uzura,Uzura,Yoneoka,Yoneoka,Yoneoka,Yoneoka,Yoneoka,Yoneoka
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2023/8/22,31.6,8,1,24.5,8,1,33.4,8,1,24.4,8,1,32.0,8,1,23.9,8,1,30.4,8,1,23.8,8,1,32.3,8,1,20.7,8,1,30.2,8,1,24.1,8,1
2023/8/23,32.7,8,1,25.3,8,1,34.5,8,1,25.3,8,1,33.4,8,1,25.1,8,1,31.6,5,1,25.9,5,1,34.0,8,1,21.6,8,1,31.2,8,1,25.1,8,1
2023/8/24,32.4,8,1,25.7,8,1,33.0,8,1,24.6,8,1,34.3,8,1,25.8,8,1,32.1,8,1,26.4,8,1,33.5,8,1,22.9,8,1,31.7,8,1,25.7,8,1
2023/8/25,32.5,8,1,25.2,8,1,33.4,8,1,22.9,8,1,32.7,8,1,25.4,8,1,31.4,8,1,26.9,8,1,33.6,8,1,22.3,8,1,31.2,8,1,26.4,8,1
2023/8/26,31.8,8,1,23.9,8,1,31.9,8,1,22.5,8,1,32.0,8,1,25.2,8,1,31.8,8,1,25.6,8,1,30.8,8,1,21.6,8,1,29.9,8,1,23.8,8,1
2023/8/27,30.7,8,1,21.8,8,1,32.1,8,1,21.2,8,1,32.2,8,1,24.5,8,1,28.4,8,1,24.3,8,1,31.4,8,1,21.4,8,1,29.1,8,1,21.5,8,1
2023/8/28,29.7,8,1,20.2,8,1,32.0,8,1,18.1,8,1,31.5,8,1,24.3,8,1,28.0,8,1,23.7,8,1,31.0,8,1,20.4,8,1,30.8,8,1,21.8,8,1
2023/8/29,29.1,8,1,18.9,8,1,29.6,8,1,17.4,8,1,31.3,8,1,22.5,8,1,28.2,8,1,22.8,8,1,29.9,8,1,19.0,8,1,29.3,8,1,20.0,8,1
2023/8/30,29.1,8,1,23.6,8,1,29.0,8,1,23.2,8,1,32.0,8,1,25.2,8,1,29.3,8,1,25.4,8,1,28.3,8,1,23.3,8,1,31.7,8,1,24.7,8,1
2023/8/31,31.0,8,1,23.7,8,1,29.4,8,1,23.1,8,1,34.6,8,1,25.6,8,1,31.6,8,1,25.3,8,1,33.5,8,1,23.4,8,1,31.2,8,1,25.1,8,1
2023/9/1,26.9,8,1,23.3,8,1,25.1,8,1,21.2,8,1,27.9,8,1,22.3,8,1,26.3,8,1,21.8,8,1,25.0,8,1,21.1,8,1,26.4,8,1,22.8,8,1
2023/9/2,27.8,8,1,18.9,8,1,27.4,8,1,17.1,8,1,27.8,8,1,21.3,8,1,26.3,8,1,20.6,8,1,27.4,8,1,18.0,8,1,26.8,8,1,21.2,8,1
2023/9/3,27.5,8,1,18.1,8,1,28.1,8,1,16.1,8,1,27.9,8,1,19.4,8,1,27.0,8,1,20.5,8,1,28.8,8,1,15.7,8,1,26.9,8,1,19.3,8,1
2023/9/4,27.4,8,1,19.1,8,1,27.3,8,1,17.1,8,1,30.9,8,1,20.5,8,1,28.8,8,1,20.7,8,1,30.0,8,1,16.5,8,1,28.8,8,1,18.7,8,1
2023/9/5,29.0,8,1,22.5,8,1,29.3,8,1,21.2,8,1,31.3,8,1,23.8,8,1,30.3,8,1,25.0,8,1,28.7,8,1,21.2,8,1,30.2,8,1,24.1,8,1
2023/9/6,26.7,8,1,20.6,8,1,28.3,8,1,17.5,8,1,28.6,8,1,21.2,8,1,26.7,8,1,22.8,8,1,28.6,8,1,17.0,8,1,27.1,8,1,20.7,8,1
2023/9/7,24.9,8,1,14.2,8,1,25.8,8,1,12.6,8,1,26.0,8,1,17.8,8,1,24.8,8,1,18.1,8,1,25.8,8,1,13.0,8,1,25.1,8,1,15.7,8,1
2023/9/8,27.3,8,1,13.4,8,1,27.0,8,1,10.6,8,1,28.0,8,1,17.0,8,1,27.9,8,1,18.4,8,1,26.6,8,1,10.4,8,1,27.5,8,1,16.9,8,1
2023/9/9,28.1,8,1,19.8,8,1,26.9,8,1,19.4,8,1,28.0,8,1,21.2,8,1,29.7,8,1,22.0,8,1,26.3,8,1,17.2,8,1,28.4,8,1,22.2,8,1
2023/9/10,28.0,8,1,20.4,8,1,29.6,8,1,19.4,8,1,28.1,8,1,21.8,8,1,27.9,8,1,22.1,8,1,29.2,8,1,19.1,8,1,28.5,8,1,20.3,8,1
2023/9/11,26.8,8,1,22.3,8,1,25.4,8,1,21.6,8,1,30.8,8,1,22.0,8,1,28.4,8,1,24.0,8,1,27.8,8,1,18.7,8,1,28.3,8,1,23.1,8,1
2023/9/12,26.0,8,1,21.3,8,1,25.5,8,1,20.6,8,1,26.8,8,1,22.1,8,1,25.5,8,1,21.9,8,1,25.9,8,1,20.9,8,1,25.8,8,1,21.6,8,1
2023/9/13,26.5,8,1,20.3,8,1,27.4,8,1,18.6,8,1,26.6,8,1,22.3,8,1,26.2,8,1,23.0,8,1,27.8,8,1,19.7,8,1,26.6,8,1,20.0,8,1
2023/9/14,22.3,8,1,17.1,8,1,22.0,8,1,18.5,8,1,24.2,8,1,20.0,8,1,23.7,5,1,21.5,5,1,23.4,8,1,17.7,8,1,22.7,8,1,20.0,8,1
2023/9/15,22.9,5,1,15.1,5,1,23.4,8,1,13.9,8,1,25.4,8,1,17.6,8,1,23.1,8,1,20.4,8,1,24.6,8,1,14.6,8,1,23.8,8,1,18.6,8,1
2023/9/16,25.4,8,1,15.7,8,1,26.2,8,1,13.9,8,1,25.4,8,1,18.9,8,1,24.0,8,1,20.2,8,1,25.9,8,1,14.5,8,1,24.9,8,1,18.9,8,1
2023/9/17,25.3,8,1,15.6,8,1,25.6,8,1,13.2,8,1,27.1,8,1,17.1,8,1,25.5,8,1,20.3,8,1,26.3,8,1,11.7,8,1,25.7,8,1,18.5,8,1
2023/9/18,26.4,8,1,22.5,8,1,25.4,8,1,20.5,8,1,27.0,8,1,22.8,8,1,26.1,8,1,20.9,8,1,26.3,8,1,20.7,8,1,25.6,8,1,21.4,8,1
2023/9/19,26.1,8,1,20.2,8,1,26.1,8,1,18.4,8,1,26.2,8,1,21.3,8,1,27.0,8,1,19.7,8,1,24.9,8,1,19.5,8,1,25.2,8,1,20.9,8,1
2023/9/20,23.6,8,1,11.9,8,1,21.9,8,1,10.3,8,1,24.8,8,1,15.2,8,1,24.0,8,1,18.1,8,1,23.0,8,1,10.9,8,1,23.3,8,1,13.2,8,1
2023/9/21,18.4,8,1,12.0,8,1,19.0,8,1,11.0,8,1,18.5,8,1,15.1,8,1,20.0,8,1,17.0,8,1,17.1,8,1,11.5,8,1,19.3,8,1,14.3,8,1
2023/9/22,22.9,8,1,13.0,8,1,22.9,8,1,10.4,8,1,23.1,8,1,15.3,8,1,22.3,8,1,17.3,8,1,22.3,8,1,9.5,8,1,22.6,8,1,14.9,8,1
2023/9/23,21.7,8,1,10.2,8,1,22.9,8,1,7.9,8,1,22.1,8,1,13.2,8,1,21.7,8,1,16.7,8,1,21.7,8,1,6.9,8,1,22.2,8,1,13.4,8,1
2023/9/24,21.7,8,1,8.9,8,1,22.4,8,1,5.9,8,1,22.2,8,1,10.6,8,1,21.6,8,1,16.8,8,1,22.3,8,1,5.1,8,1,21.5,8,1,11.6,8,1
2023/9/25,21.4,8,1,11.3,8,1,21.4,8,1,7.6,8,1,23.2,8,1,13.6,8,1,21.8,8,1,18.8,8,1,22.6,8,1,6.6,8,1,21.5,8,1,16.3,8,1
2023/9/26,24.3,8,1,16.2,8,1,25.4,8,1,13.6,8,1,24.3,8,1,17.3,8,1,24.0,8,1,19.6,8,1,25.0,8,1,12.7,8,1,24.6,8,1,16.0,8,1
2023/9/27,24.5,8,1,15.1,8,1,25.5,8,1,12.1,8,1,25.9,8,1,16.6,8,1,24.3,8,1,20.4,8,1,26.2,8,1,12.6,8,1,24.3,8,1,16.2,8,1
2023/9/28,21.7,8,1,16.7,8,1,20.6,8,1,15.4,8,1,22.1,8,1,17.9,8,1,22.9,8,1,19.9,8,1,20.2,8,1,13.4,8,1,22.9,8,1,19.4,8,1
2023/9/29,23.1,8,1,14.0,8,1,22.7,8,1,11.0,8,1,22.9,8,1,16.5,8,1,22.1,8,1,16.8,8,1,22.5,8,1,11.0,8,1,22.5,8,1,14.4,8,1
2023/9/30,20.4,8,1,12.2,8,1,20.5,8,1,9.3,8,1,22.5,8,1,15.1,8,1,22.1,8,1,17.3,8,1,22.0,8,1,8.8,8,1,22.1,8,1,14.0,8,1
2023/10/1,22.2,8,1,16.8,8,1,22.7,8,1,11.6,8,1,23.5,8,1,16.4,8,1,21.7,8,1,18.4,8,1,22.8,8,1,11.5,8,1,21.8,8,1,16.8,8,1
2023/10/2,19.7,8,1,14.6,8,1,19.1,8,1,10.7,8,1,20.4,8,1,16.8,8,1,19.4,8,1,15.5,8,1,18.8,8,1,10.0,8,1,19.1,8,1,15.0,8,1
2023/10/3,20.1,8,1,12.4,8,1,19.8,8,1,10.7,8,1,20.5,8,1,16.2,8,1,19.6,8,1,15.7,8,1,19.8,8,1,10.1,8,1,20.1,8,1,16.3,8,1
2023/10/4,22.8,8,1,11.7,8,1,23.4,8,1,9.7,8,1,22.8,8,1,13.2,8,1,22.4,8,1,15.3,8,1,22.5,8,1,8.1,8,1,22.0,8,1,12.5,8,1
2023/10/5,19.3,8,1,13.3,8,1,17.9,8,1,12.6,8,1,18.9,8,1,14.1,8,1,20.0,8,1,14.0,8,1,17.1,8,1,11.3,8,1,20.2,8,1,12.6,8,1
2023/10/6,16.0,8,1,12.8,8,1,15.0,8,1,10.9,8,1,17.0,8,1,12.8,8,1,16.5,8,1,13.8,8,1,15.1,8,1,10.1,8,1,15.8,8,1,12.3,8,1
2023/10/7,16.4,8,1,9.5,8,1,15.7,8,1,9.6,8,1,17.2,8,1,10.0,8,1,16.3,8,1,12.8,8,1,17.7,8,1,6.7,8,1,16.2,8,1,11.0,8,1
2023/10/8,16.8,8,1,7.1,8,1,18.4,8,1,5.2,8,1,18.4,8,1,8.7,8,1,17.7,8,1,12.6,8,1,18.8,8,1,3.9,8,1,17.7,8,1,9.9,8,1
2023/10/9,19.1,8,1,6.3,8,1,19.3,8,1,3.2,8,1,20.8,8,1,9.1,8,1,19.9,8,1,12.4,8,1,20.3,8,1,2.1,8,1,18.8,8,1,12.0,8,1
2023/10/10,19.7,8,1,8.7,8,1,20.1,8,1,7.5,8,1,19.7,8,1,10.9,8,1,19.1,8,1,16.3,8,1,18.9,8,1,6.7,8,1,19.4,8,1,13.5,8,1
2023/10/11,18.1,8,1,6.8,8,1,18.4,8,1,5.0,8,1,18.4,8,1,9.1,8,1,18.0,8,1,15.3,8,1,18.7,8,1,3.0,8,1,18.6,8,1,11.9,8,1
2023/10/12,19.6,8,1,8.4,8,1,19.0,8,1,5.1,8,1,19.7,8,1,10.7,8,1,18.8,8,1,14.7,8,1,18.7,8,1,3.2,8,1,19.1,8,1,13.5,8,1
2023/10/13,20.8,8,1,11.2,8,1,21.0,8,1,6.0,8,1,21.4,8,1,15.7,8,1,20.1,8,1,15.2,8,1,20.6,8,1,5.7,8,1,20.7,8,1,16.6,8,1
2023/10/14,21.2,8,1,11.9,8,1,21.1,8,1,8.8,8,1,21.3,8,1,13.4,8,1,20.0,8,1,14.5,8,1,20.5,8,1,8.6,8,1,20.5,8,1,12.3,8,1
2023/10/15,20.5,8,1,10.3,8,1,20.2,8,1,6.9,8,1,21.7,8,1,11.8,8,1,19.8,8,1,15.0,8,1,20.9,8,1,7.4,8,1,19.9,8,1,11.6,8,1
2023/10/16,15.8,8,1,8.1,8,1,14.7,8,1,6.2,8,1,17.7,8,1,10.5,8,1,17.6,8,1,9.6,8,1,15.8,8,1,6.3,8,1,16.9,8,1,8.9,8,1
2023/10/17,14.0,8,1,8.7,8,1,12.0,8,1,6.2,8,1,14.3,8,1,9.7,8,1,14.9,8,1,10.3,8,1,12.3,8,1,6.2,8,1,13.8,8,1,8.2,8,1
2023/10/18,18.0,8,1,11.6,8,1,17.5,5,1,5.4,5,1,18.1,8,1,14.1,8,1,18.5,8,1,13.5,8,1,17.2,8,1,6.6,8,1,17.4,8,1,13.4,8,1
2023/10/19,18.9,8,1,10.9,8,1,18.4,8,1,9.3,8,1,19.6,8,1,12.3,8,1,19.3,8,1,14.1,8,1,19.6,5,1,8.4,5,1,18.5,8,1,15.2,8,1
2023/10/20,11.8,8,1,8.8,8,1,11.6,8,1,5.7,8,1,12.6,8,1,10.1,8,1,15.8,8,1,9.5,8,1,11.4,8,1,7.6,8,1,15.9,8,1,8.2,8,1
2023/10/21,10.6,8,1,5.2,8,1,9.9,8,1,1.7,8,1,12.5,8,1,5.3,8,1,12.1,8,1,5.8,8,1,10.3,8,1,0.6,8,1,10.7,8,1,4.4,8,1
2023/10/22,12.3,8,1,7.8,8,1,11.2,8,1,3.4,8,1,13.3,8,1,7.4,8,1,13.0,8,1,6.6,8,1,11.7,8,1,0.5,8,1,13.1,8,1,6.8,8,1
2023/10/23,14.4,8,1,5.3,8,1,13.9,8,1,2.3,8,1,15.2,5,1,7.2,5,1,14.3,8,1,10.4,8,1,14.4,8,1,0.8,8,1,15.0,8,1,9.8,8,1
2023/10/24,19.0,8,1,4.6,8,1,19.1,8,1,0.3,8,1,18.5,8,1,6.4,8,1,18.2,8,1,11.4,8,1,18.5,8,1,-0.9,8,1,18.4,5,1,7.8,5,1
2023/10/25,19.3,8,1,9.5,8,1,20.3,8,1,5.5,8,1,19.4,8,1,9.8,8,1,19.0,8,1,14.0,8,1,19.5,8,1,6.4,8,1,18.4,8,1,12.0,8,1
2023/10/26,18.7,8,1,9.1,8,1,18.7,8,1,5.5,8,1,18.6,8,1,9.7,8,1,18.0,8,1,13.9,8,1,18.8,8,1,4.0,8,1,17.5,8,1,11.2,8,1
2023/10/27,16.5,8,1,7.7,8,1,16.0,8,1,6.5,8,1,16.9,8,1,9.9,8,1,16.4,8,1,12.5,8,1,16.3,8,1,4.7,8,1,16.2,8,1,10.3,8,1
2023/10/28,16.4,8,1,5.3,8,1,17.6,8,1,5.1,8,1,16.5,8,1,8.7,8,1,15.5,8,1,13.2,8,1,17.5,8,1,5.6,8,1,15.7,8,1,10.6,8,1
2023/10/29,15.8,8,1,5.3,8,1,16.8,8,1,3.4,8,1,16.5,8,1,9.7,8,1,15.0,8,1,13.1,8,1,17.2,8,1,5.2,8,1,16.1,8,1,7.8,8,1
2023/10/30,15.1,8,1,6.1,8,1,16.0,8,1,3.7,8,1,15.8,8,1,9.1,8,1,14.5,8,1,10.2,8,1,16.0,8,1,2.4,8,1,14.3,8,1,9.6,8,1
2023/10/31,16.5,8,1,6.6,8,1,16.6,8,1,1.1,8,1,17.3,8,1,7.6,8,1,16.6,8,1,11.0,8,1,16.4,8,1,0.5,8,1,16.2,8,1,12.2,8,1
2023/11/1,18.1,8,1,10.7,8,1,17.7,8,1,5.0,8,1,18.6,8,1,11.6,8,1,18.8,8,1,13.9,8,1,18.6,8,1,3.9,8,1,18.3,8,1,11.8,8,1
2023/11/2,14.8,8,1,7.0,8,1,15.1,8,1,4.7,8,1,15.5,8,1,9.5,8,1,15.6,8,1,10.9,8,1,15.0,8,1,3.6,8,1,15.6,8,1,10.5,8,1
2023/11/3,20.2,8,1,10.2,8,1,21.0,8,1,5.9,8,1,20.3,8,1,10.7,8,1,20.8,8,1,10.6,8,1,21.6,8,1,5.0,8,1,18.7,8,1,9.2,8,1
2023/11/4,10.5,8,1,1.2,8,1,10.8,8,1,-0.6,8,1,13.2,8,1,6.1,8,1,11.2,8,1,7.5,8,1,12.6,8,1,-0.4,8,1,9.6,8,1,4.7,8,1
2023/11/5,13.3,8,1,-0.2,8,1,12.7,8,1,-2.0,8,1,14.6,8,1,3.4,8,1,14.1,8,1,8.4,8,1,14.0,8,1,-2.2,8,1,12.9,8,1,4.0,8,1
2023/11/6,19.4,8,1,10.4,8,1,18.7,8,1,10.3,8,1,23.0,8,1,9.6,8,1,18.4,8,1,13.2,8,1,18.7,8,1,3.4,8,1,18.8,8,1,11.9,8,1
2023/11/7,15.4,8,1,7.6,8,1,17.4,8,1,6.8,8,1,18.4,8,1,8.5,8,1,16.5,8,1,8.3,8,1,17.2,8,1,6.8,8,1,14.9,8,1,7.1,8,1
2023/11/8,10.5,8,1,5.5,8,1,9.7,8,1,4.8,8,1,10.2,8,1,6.7,8,1,10.2,8,1,6.3,8,1,9.9,8,1,4.8,8,1,8.9,8,1,5.1,8,1
2023/11/9,14.6,8,1,5.1,8,1,14.0,8,1,2.9,8,1,15.0,8,1,4.9,8,1,15.9,8,1,6.0,8,1,14.0,8,1,0.9,8,1,16.0,8,1,4.3,8,1
2023/11/10,17.5,8,1,4.3,8,1,16.0,8,1,3.7,8,1,18.4,8,1,6.1,8,1,17.5,8,1,5.3,8,1,13.0,8,1,4.1,8,1,16.7,8,1,3.7,8,1
2023/11/11,4.7,8,1,-0.2,8,1,3.8,8,1,-0.7,8,1,6.6,8,1,1.9,8,1,5.7,8,1,1.2,8,1,4.7,8,1,-0.9,8,1,4.0,8,1,-0.3,8,1
2023/11/12,3.6,8,1,1.6,8,1,2.7,8,1,0.8,8,1,5.1,8,1,2.2,8,1,5.0,8,1,2.2,8,1,3.8,8,1,-0.7,8,1,3.1,8,1,1.4,8,1
2023/11/13,5.7,8,1,2.3,8,1,4.5,8,1,0.8,8,1,6.2,8,1,2.4,8,1,6.7,8,1,2.7,8,1,4.0,8,1,0.0,8,1,5.2,8,1,1.4,8,1
2023/11/14,6.0,8,1,3.0,8,1,5.1,8,1,1.8,8,1,6.5,8,1,3.1,8,1,7.0,8,1,4.1,8,1,5.0,8,1,0.9,8,1,5.0,8,1,3.1,8,1
2023/11/15,8.8,8,1,-0.7,8,1,8.4,8,1,-2.7,8,1,9.1,8,1,1.2,8,1,8.4,8,1,4.3,8,1,8.6,8,1,-2.9,8,1,7.8,8,1,3.0,8,1
2023/11/16,11.7,8,1,-1.6,8,1,11.4,8,1,-3.7,8,1,13.6,8,1,0.7,8,1,12.8,8,1,5.6,8,1,12.2,8,1,-4.2,8,1,13.5,8,1,3.9,8,1
2023/11/17,12.9,8,1,10.1,8,1,12.7,8,1,7.6,8,1,14.6,8,1,11.0,8,1,14.6,8,1,10.3,8,1,13.8,8,1,8.3,8,1,14.8,8,1,10.1,8,1
2023/11/18,11.1,8,1,6.0,8,1,10.8,8,1,5.0,8,1,11.6,8,1,6.6,8,1,11.5,8,1,6.3,8,1,10.0,8,1,4.3,8,1,10.4,8,1,5.5,8,1
2023/11/19,10.9,8,1,7.0,8,1,10.2,8,1,5.6,8,1,12.2,8,1,7.4,8,1,10.8,8,1,8.3,8,1,10.8,8,1,5.3,8,1,10.7,8,1,6.4,8,1
2023/11/20,9.1,8,1,3.2,8,1,8.3,8,1,2.6,8,1,10.0,8,1,4.6,8,1,9.7,8,1,4.5,8,1,8.7,8,1,2.4,8,1,8.6,8,1,3.9,8,1
2023/11/21,13.8,8,1,6.3,8,1,13.4,8,1,5.6,8,1,15.0,8,1,6.7,8,1,13.8,8,1,6.7,8,1,14.2,8,1,5.5,8,1,13.5,8,1,5.6,8,1
2023/11/22,14.4,8,1,6.9,8,1,14.0,8,1,4.3,8,1,15.6,8,1,9.5,8,1,14.7,8,1,9.0,8,1,14.7,8,1,6.2,8,1,14.4,8,1,7.2,8,1
2023/11/23,17.2,8,1,8.0,8,1,17.6,8,1,7.2,8,1,17.2,8,1,10.2,8,1,17.4,8,1,8.2,8,1,17.8,8,1,8.9,8,1,16.7,8,1,7.1,8,1
2023/11/24,8.0,8,1,-2.1,8,1,7.8,8,1,-2.7,8,1,10.3,8,1,-1.1,8,1,8.6,8,1,-1.2,8,1,8.9,8,1,-3.5,8,1,7.3,8,1,-2.4,8,1
2023/11/25,-0.3,8,1,-4.6,8,1,-1.3,8,1,-5.2,8,1,1.2,8,1,-2.9,8,1,1.0,8,1,-2.5,8,1,-1.0,8,1,-5.4,8,1,-1.1,8,1,-4.6,8,1
2023/11/26,3.6,8,1,-2.1,8,1,2.5,8,1,-2.4,8,1,5.4,8,1,-0.1,8,1,4.7,8,1,-0.3,8,1,2.5,8,1,-1.5,8,1,3.1,8,1,-1.7,8,1
2023/11/27,6.2,8,1,2.9,8,1,6.3,8,1,-3.1,8,1,8.6,8,1,4.0,8,1,9.9,8,1,3.7,8,1,4.6,8,1,-1.3,8,1,10.6,8,1,2.9,8,1
2023/11/28,11.0,8,1,0.6,8,1,10.1,8,1,0.4,8,1,11.7,8,1,1.6,8,1,10.5,8,1,1.7,8,1,10.6,8,1,0.7,8,1,10.5,8,1,-0.5,8,1
2023/11/29,1.2,8,1,-3.2,8,1,0.5,8,1,-3.9,8,1,2.9,8,1,-1.8,8,1,2.2,8,1,-1.5,8,1,0.9,8,1,-3.4,8,1,0.2,8,1,-3.3,8,1
2023/11/30,-1.8,8,1,-5.3,8,1,-2.7,8,1,-5.9,8,1,0.7,8,1,-4.1,8,1,0.3,8,1,-3.6,8,1,-1.6,8,1,-4.9,8,1,-2.2,8,1,-5.9,8,1
2023/12/1,-0.7,8,1,-3.9,8,1,-1.6,8,1,-4.7,8,1,1.0,8,1,-2.2,8,1,1.1,8,1,-2.4,8,1,0.2,8,1,-4.2,8,1,-0.8,8,1,-3.8,8,1
2023/12/2,3.8,8,1,-3.9,8,1,-0.6,8,1,-5.4,8,1,4.9,8,1,-2.1,8,1,5.1,8,1,-1.4,8,1,-0.9,8,1,-4.8,8,1,3.8,8,1,-1.7,8,1
2023/12/3,4.7,8,1,-3.3,8,1,4.9,8,1,-8.3,8,1,6.5,8,1,-1.0,8,1,5.8,8,1,4.0,8,1,5.7,8,1,-8.6,8,1,5.8,8,1,0.2,8,1
2023/12/4,7.0,8,1,-3.6,8,1,2.8,8,1,-8.6,8,1,9.1,8,1,-1.2,8,1,9.5,8,1,3.1,8,1,1.1,8,1,-10.2,8,1,10.7,8,1,0.4,8,1
2023/12/5,9.6,8,1,-1.1,8,1,8.6,8,1,-4.1,8,1,11.3,8,1,1.7,8,1,10.7,8,1,5.4,8,1,9.3,8,1,-3.5,8,1,10.9,8,1,3.7,8,1
2023/12/6,9.3,8,1,-1.3,8,1,8.3,8,1,-5.3,8,1,12.9,8,1,1.1,8,1,13.0,8,1,6.0,8,1,10.3,8,1,-4.5,8,1,12.7,8,1,4.2,8,1
2023/12/7,10.0,8,1,1.1,8,1,9.0,8,1,0.4,8,1,12.6,8,1,2.8,8,1,12.5,8,1,2.7,8,1,11.2,8,1,0.6,8,1,12.4,8,1,1.5,8,1
2023/12/8,5.9,8,1,-0.1,8,1,5.1,8,1,-1.3,8,1,10.1,8,1,1.7,8,1,12.4,8,1,2.2,8,1,5.7,8,1,-0.5,8,1,13.0,8,1,0.7,8,1
2023/12/9,14.0,8,1,3.8,8,1,13.1,8,1,0.5,8,1,15.2,8,1,6.5,8,1,14.5,8,1,4.6,8,1,15.0,8,1,1.3,8,1,14.0,8,1,3.6,8,1
2023/12/10,4.0,8,1,-1.3,8,1,3.5,8,1,-1.7,8,1,6.7,8,1,0.5,8,1,4.8,8,1,-0.3,8,1,5.0,8,1,-0.9,8,1,3.8,8,1,-1.6,8,1
2023/12/11,-0.5,8,1,-2.4,8,1,-1.3,8,1,-2.9,8,1,1.7,8,1,-0.4,8,1,1.2,8,1,-1.3,8,1,-0.3,8,1,-2.4,8,1,-0.5,8,1,-2.4,8,1
2023/12/12,2.2,8,1,-2.8,8,1,1.2,8,1,-2.9,8,1,3.9,8,1,-1.9,8,1,3.7,8,1,-0.4,8,1,2.2,8,1,-4.1,8,1,2.1,8,1,-1.0,8,1
2023/12/13,0.4,8,1,-2.0,8,1,-0.2,8,1,-2.5,8,1,2.9,8,1,-0.5,8,1,2.5,8,1,-0.9,8,1,0.1,8,1,-2.5,8,1,0.5,8,1,-2.5,8,1
2023/12/14,0.2,8,1,-1.7,8,1,-0.5,8,1,-2.1,8,1,1.9,8,1,-0.1,8,1,2.0,8,1,-0.3,8,1,0.7,8,1,-1.6,8,1,0.6,8,1,-2.1,8,1
2023/12/15,0.7,8,1,-2.2,8,1,0.0,8,1,-5.2,8,1,1.7,8,1,-1.1,8,1,2.4,8,1,-0.4,8,1,0.3,8,1,-2.6,8,1,1.0,8,1,-1.3,8,1
2023/12/16,4.9,8,1,-1.9,8,1,2.7,8,1,-1.8,8,1,10.2,8,1,0.1,8,1,6.0,8,1,1.6,8,1,6.4,8,1,-2.0,8,1,5.3,8,1,0.5,8,1
2023/12/17,4.3,8,1,-6.4,8,1,3.2,8,1,-7.1,8,1,5.7,8,1,-5.1,8,1,5.0,8,1,-5.1,8,1,3.6,8,1,-6.8,8,1,3.5,8,1,-6.8,8,1
2023/12/18,-4.6,8,1,-7.8,8,1,-5.7,8,1,-8.2,8,1,-3.0,8,1,-6.0,8,1,-2.6,8,1,-5.7,8,1,-5.2,8,1,-7.7,8,1,-5.2,8,1,-7.8,8,1
2023/12/19,-2.4,8,1,-5.6,8,1,-3.6,8,1,-6.5,8,1,-0.7,8,1,-4.4,8,1,-0.6,8,1,-4.5,8,1,-3.1,8,1,-7.7,8,1,-2.4,8,1,-5.8,8,1
2023/12/20,-2.6,8,1,-5.1,8,1,-3.2,8,1,-7.5,8,1,-1.1,8,1,-3.7,8,1,-1.2,8,1,-4.7,8,1,-2.7,8,1,-9.2,8,1,-3.1,8,1,-5.9,8,1
2023/12/21,-2.2,8,1,-5.6,8,1,-3.2,8,1,-8.5,8,1,-1.5,8,1,-4.0,8,1,-0.7,8,1,-5.0,8,1,-3.2,8,1,-12.7,8,1,-3.3,8,1,-5.5,8,1
2023/12/22,-2.6,8,1,-6.8,8,1,-4.0,8,1,-8.8,8,1,-1.7,8,1,-5.5,8,1,-1.6,8,1,-5.7,8,1,-3.0,8,1,-6.7,8,1,-3.8,8,1,-7.3,8,1
2023/12/23,-3.4,8,1,-7.1,8,1,-5.4,8,1,-7.8,8,1,-2.2,8,1,-5.6,8,1,-1.9,8,1,-5.4,8,1,-4.8,8,1,-7.7,8,1,-4.0,8,1,-7.6,8,1
2023/12/24,-1.8,8,1,-5.6,8,1,-2.3,8,1,-9.8,8,1,0.2,8,1,-5.1,8,1,0.2,8,1,-3.5,8,1,-3.2,8,1,-11.9,8,1,-1.3,8,1,-5.1,8,1
2023/12/25,2.4,8,1,-6.6,8,1,0.7,8,1,-11.4,8,1,3.8,8,1,-4.8,8,1,3.5,8,1,-0.9,8,1,2.0,8,1,-12.4,8,1,2.3,8,1,-2.7,8,1
